Соотношение матрица-наполнитель;Плотность, кг/м3;модуль упругости, ГПа;Количество отвердителя, м.%;Содержание эпоксидных групп,%_2;Температура вспышки, С_2;Поверхностная плотность, г/м2;Модуль упругости при растяжении, ГПа;Прочность при растяжении, МПа;Потребление смолы, г/м2;Угол нашивки, град;Шаг нашивки;Плотность нашивки
0,499687149;0,004119492;0,564493422;0,451826144;0,72300173;0,460157041;0,086032785;0,370147042;0,635747309;0,260303991;0;0,647524317;0,880517662
0,682394724;0,341544528;0,50873923;0,456475044;0,59969375;0,485847063;0,22267621;0,214055359;0,377420196;0,668553723;0;0,964498473;0,854470738
0,637301188;0,869430122;0,770381719;0,563479807;0,459819195;0,697230583;0,498911818;0,335201673;0,08005816;0,450576671;0;0,589760912;0,37097929
0,376849147;0,278061601;0,253883094;0,459327967;0,648199286;0,53429125;0,148816328;0,223003454;0,499020242;0,564998948;0;0,664541473;0,427164461
0,311405669;0,447170786;0,11461125;0,677131669;0,308109052;0,56353254;0,479809724;0,670256343;0,807136809;0,416763941;0;0,689184;0,905631362
0,516245168;0,545271345;0,4161432;0,49984502;0,605508008;0,738395541;0,317607572;0,362691165;0,479663785;0,80340548;0;0,546526849;0,583061326
0,630253667;0,361226805;0,521878363;0,752883032;0,554032524;1;0,482596386;0,610047037;0,494700503;0,583922876;0;0,54489162;0,14923998
0,518710697;0,304271983;0,621437886;0,60992133;0,434557604;0,482080721;0,123819022;0,494589215;0,551259403;0,797354853;0;0,289615234;0,553690763
0,20927374;0,484491183;0,322183573;0,291291412;0,424300366;0,809803915;0,063204645;0,415037893;0,339435662;0,689354534;0;0,604766758;0,502517009
0,540852452;0,560095501;0,824295314;0,451433858;0,463897655;0,474103132;0,387151211;0,435148948;0,381116353;0,406216161;0;0,282814455;0,222724651
0,411723964;0,338739508;0,639752909;0,338993835;0,466638862;0,352970182;0,604888522;0,378353702;0,317175683;0,48327418;0;0,007842062;0,457372433
0,811249322;0,310551716;0,605868382;0,41614704;0,662568921;0,527483469;0,309332255;0,986511469;0,456529018;0,63539219;0;0,180653531;0,818450069
0,892646568;0,448781344;0,629074202;0,561128209;0,715920644;0,474964223;0,358552586;0,561235358;0,438427367;0,578077955;0;1;0,633943724
0,381833137;0,37687795;0,564892914;0,336051757;0,687393935;0,449287356;0,206500013;0,587208245;0,665196589;0,704981784;0;0,462989956;0,320124722
0,449293921;0,730237918;0,325626365;0,687692932;0,732006913;0,406459768;0,777433984;0,158161526;0,567280666;0,781185094;0;0,578605317;0,619558403
0,315585731;1;0,61337922;0,743917147;0,671814791;0,46212977;0,648371457;0,984751727;0,310037892;0,383021765;0;0,367939431;0,744078318
0,638572933;0,475502946;0,534371151;0,450831658;0,331097457;0,392625783;0,406506525;0,238847498;0,711460333;0,288069911;0;0,782324;0,797096846
0,393573484;0,948288849;0,619932596;0,392754871;0,479540649;0,477100317;0,66975851;0,79340744;0,697929862;0,500546305;0;0,497732078;0,309520125
0,250681834;0,340274133;0,367229232;0,40307097;0,523652047;0,342152494;0,393059477;0,457998997;0,464947542;0,269424107;0;0,306045644;0,113487452
0,622706836;0,406212784;0,219000843;0,353783574;0,557320275;0,32381695;0,099239303;0,026894871;0,600120177;0,623899583;0;0,375332379;0,341929602
0,499376778;0,587796324;0,57570996;0,81028459;0,639928357;0,560066352;0,549697488;0,230828065;0,035578641;0,266876534;0;0,481028344;0,273776549
0,342380635;0,692370889;0,372588747;0,333993937;0,277128899;0,436162522;0,215239537;0,566274114;0,608589025;0,667919474;0;0,514855476;0,951845162
0,917897514;0,760517486;0,246425617;0,430743351;0,360696683;0,672582568;0,535103176;0,389301692;0,52037869;0,323935676;0;0,648920257;0,777694166
0,318646739;0,689218065;0,262977749;0,837476615;0,371799472;0,43978632;0,496606745;0,567573824;0,030509332;0,29792252;0;0,49753879;0,304317748
0,789196538;0,732353329;0,299839352;0,647754481;0,166037564;0,778515994;0,719291479;0,902108561;0,398307489;0,354672584;0;0,551426275;0,284701813
0,245958483;0,721682224;0,93738546;0,610794882;0,471750702;0,440425246;0,490252886;0,3646188;0,635615229;0,46190224;0;0,141157982;0,677296678
0,588735449;0,185061635;0,205461563;0,419356046;0,556450103;0,517467253;0,347405987;0,567371993;0,69283699;0,622398027;0;0,590163108;0,498744518
0,582184459;0,901287587;0,726655283;0,513091728;0,62292752;0,634559995;0,684625639;0,521794441;0,337627491;0,395483309;0;0,463755071;0,841016647
0,239135854;0,692534618;0,87287263;0,422743327;0,375592898;0,320887219;0,1846218;0,514736372;0,414665993;0,406255742;0;0,671273238;0,486654767
0,442492075;0,439325732;0,68360967;0,301749983;0,190927755;0,217317416;0,590417681;0,438623615;0,469441898;0,732050623;0;0,301293202;0,607645226
0,629988816;0,281098073;0,504757424;0,574287912;0,64245191;0,365987223;0,420924662;0,517903489;0,407104812;0,489164781;0;0,506718229;0,711588865
0,554089303;0,195714666;0,602858788;0,753408312;0,533848636;0,751676444;0,149228636;0,55578757;0,480309811;0,598023955;0;0,466240345;0,602771427
0,662558945;0,44280725;0,537662292;0,148129061;0,735294141;0,1190695;0,288519933;0,854511292;0,734943062;0,529850208;0;0,40634107;0,802350253
0,818130575;0,506549295;0,433228236;0,738303535;0,207254618;0,972833618;0,718853202;0,119653234;0,473854017;0,804504255;0;0,299165501;0,342783388
0,476741203;0,491514558;0,505303309;0,513759237;0,501437676;0,09811474;0,490535638;0,563810307;0,514328372;0,509367307;0;0,601902995;0,320183506
0,485585389;0,51001492;0,19018328;0,641306404;0,382079733;0,039614006;0,451176748;0,253325253;0,24453209;0,362931468;0;0,630631968;0,66214513
0,584056889;0,5618497;0,30045569;0,595790798;0,470347201;0,289581064;0,207850398;0,357279736;0,505911916;0,160439067;0;0,637811389;0,768548205
0,676310255;0,482510809;0,521793914;0,486764696;0,221180135;0,765534136;0,356516165;0,371641723;0,418642859;0,538044115;0;0,263118954;0,647826152
0,300483591;0,836962952;0,617761324;0,71901557;0,338308173;0,696350815;0,633491956;0,548629813;0,429246851;0,512516261;0;0,622732332;0,999570081
0,592274773;0,538084844;0,194047267;0,462896294;0,327034183;0,588807229;0,351207066;0,395004604;0,283399953;0,077476025;0;0,501878305;0,283195469
0,838238164;0,488592529;0,081876601;0,731976871;0,553108055;0,558876417;0,436534121;0,77756576;0,821729876;0,554231916;0;0,175293566;0,454531817
0,426621189;0,129194691;0,369624028;0,740920569;0,459206432;0,400346211;0,033392534;0,581018201;0,659138028;0,438944428;0;0,522560667;0,466475853
0,486988504;0,512370079;0,08922123;0,399991383;0,844760235;0,346901853;0,145728155;0,63702047;0,510724349;0,321519224;0;0,516435281;0,560485454
0,403963644;0,487187602;0,521746991;0,562747628;0,511886553;0,438861862;0,495024427;0,209731221;0,574559532;0,514179635;0;0,120958465;0,714652232
0,38954376;0,629598857;0,484339214;0,535104994;0,408663152;0,606631846;0,57496933;0,214203666;0,705195369;0,428826782;0;0,540386459;0,346507612
0,436891749;0,484072537;0,169987204;0,577981201;0,300789953;0,207953608;0,091188931;0,601528276;0,427233126;0,323402933;0;0,46348011;0,581561489
0,747853452;0,684427673;0,074983968;0,263162364;0,637333746;0,723488334;0,571030297;0,388364827;0,188345005;0,458406213;0;0,642082402;0,47723405
0,494884518;0,606234783;0,599040429;0,484386073;0,503406187;0,385195833;0,024993264;0,352551272;0,979131435;0,793614594;0;0,521634988;0,392844932
0,312339635;0,896511232;0,617617923;0,613961634;0,28228713;0,490876442;0,402437984;0,658971087;0,056391373;0,272858941;0;0,217819829;0,505617853
0,859042919;0,29625326;0,351344634;0,814794553;0,673720058;0,630890899;0,402799002;0,297070971;0,981581604;0,404882032;0;0,214749965;0,555016655
0,703288803;0,270049257;0,272179428;0,304764591;0,657323302;0,408146634;0,255501225;0,702070093;0,657338144;0,42857381;0;0,457783657;0,016425377
0,542812037;0,523834181;0,493136797;0,368995049;0,544269025;0,431215495;0,623312987;0,475558278;0,381377486;0,459179653;0;0,742003112;0,567910413
0,278396389;0,519208472;0,723753775;0,632808008;0,439392558;0,589050856;0,127967854;0,312930082;0,622956557;0,594471999;0;0,675736086;0,042099798
0,512927116;0,497752679;0,663590638;0,362727731;0,284729799;0,301784829;0,404935601;0,843673756;0,702191805;0,420383421;0;0,994273918;0,64488423
0,262487764;0,605091759;0,361379027;0,134683479;0,731144324;0,82826429;0,539472891;0,35230668;0,637666033;0,556050761;0;0,511575376;0,483305829
0,392573231;0,376704038;0,644615247;0,41728357;0,69432407;0,443903057;0,067466407;0,768764524;0,254028981;0,60082353;0;0,348042205;0,896484252
0,398751813;0,483319766;0,26042595;0,755541037;0,557235948;0,578618306;0,168725193;0,891544217;0,545803682;0,461530958;0;0,600624187;0,345383256
0,624517358;0,497427847;0,41000355;0,398823639;0,818166153;0,351627826;0,086660473;0,692573012;0,398829661;0,549390918;0;0,206654882;0,480212798
0,125443393;0,262241763;0,514693263;0,784819628;0,300841401;0,362708024;0,586298815;0,710302041;0,427947539;0,648893191;0;0,486692924;0,358492653
0,242661294;0,522174445;0,574408816;0,438113431;0,143454822;0,361292364;0,618270933;0,52198425;0,345922746;0,239673323;0;0,730889481;0,333158792
0,471215128;0,621666281;0,496757368;0,27892881;0,366793357;0,664366375;0,636248879;0,737229245;0,612136777;0,283987998;0;0,538127283;0,604930289
0,747308214;0,349380842;0,575597714;0,653033713;0,619612335;0,456719198;0,205997707;0,403604831;0,330142909;0,80987005;0;0,150195552;0,580657461
0,476882318;0,512951454;0,776449871;0,177080931;0,599553015;0,725347335;0,242833328;0,521899806;0,935804548;0,722601667;0;0,749338682;0,871144081
0,399241104;0,18672932;0,42926711;0,43170641;0,378151475;0,537138544;0,169647271;0,856805715;0,762768636;0,627521145;0;0,45080647;0,726335303
0,41641173;0,569006134;0,651021102;0,561979579;0,393307332;0,63967064;0,451878767;0,305426749;0,357396541;0,314489152;0;0,065851696;0,870898725
0,656859422;0,585894187;0,250117643;0,646164366;0,676544102;0,393486571;0,37568661;0,33314679;0,501905398;0,743760698;0;0,6587748;0,07492847
0,599683133;0,652714837;0,300615172;0,671993861;0,570662806;0,412849299;0,628055716;0,664807129;0,659118475;0,531409575;0;0,404513966;0,503357323
0,406099792;0,437564141;0,369298699;0,426951025;0,480797062;0,894884289;0,539446177;0,50081079;0,733943826;0,847410346;0;0,384350728;0,408601729
0,341201743;0,511348233;0,299521497;0,660473599;0,571658048;0,475442877;0,185051199;0,243741958;0,700784096;0,729927201;0;0,351241083;0,500854311
0,695940333;0,478521172;0,222839471;0,698733597;0,468639006;0,469388156;0,136245019;0,533578563;0,154737867;0,824962754;0;0,509577401;0,683970028
0,510223748;0,5553497;0,0420041;0,325100872;0,323448906;0,373041637;0,663426454;0,407920045;0,714638819;0,331249376;0;0,506080021;0,595081969
0,552993118;0,446921354;0,854508218;0,17379112;0,691230331;0,223230957;0,490067662;0,504204441;0,437551154;0,583227877;0;0,826839542;0,387452452
0,364764228;0,322003448;0,520450152;0,268174674;0,475551159;0,34096366;0,387502766;0,659844317;0,430049003;0,988849369;0;0,268241221;0,439893874
0,401934566;0,108167147;0,424608402;0,668197897;0,539898532;0,770147151;0,251698921;0,692365412;0,113810158;0,846607365;0;0,608374524;0,1616963
0,308154033;0,666263648;0,186894468;0,497584502;0,542798945;0,082002342;0,565810165;0,501793509;0,437689741;0,388755324;0;0,345540337;0,590598054
0,266909496;0,520106851;0,511633092;0,58809217;0,891726214;0,672570211;0,311329061;0,319208169;0,624733987;0,417312902;0;0,695042384;0,524794456
0,326797292;0,148915958;0,454280656;0,698415561;0,337940035;0,451250559;0,736803666;0,839600631;0,49382986;0,728464523;0;0,48139354;0,393109558
0,380239825;0,460375593;0,364025602;0,288379224;0,375661429;0,468440749;0,521059817;0,567459668;0,551555769;0,260071048;0;0,578214759;0,453718271
0,731270117;0,376312116;0,081739172;0,529364488;0,585486126;0,468700257;0,249049049;0,263225795;0,310018349;0,423449019;0;0,56065901;0,545861852
0,335639041;0,585838644;0,243420423;0,624639158;0,492530512;0,412911471;0,107866359;0,031481173;0,499407086;0,664783196;0;0,234882244;0,140303479
0,557061948;0,337987775;0,578476696;0,274403919;0,397675481;0,635492785;0,25591488;0,728244633;0,228574645;0,771398606;0;0,376155755;0,684036177
0,494223653;0,606282276;0,475028765;0,528262142;0,471668005;0,165850535;0,195511682;0,70957911;0,725514723;0,723149016;0;0,180657723;0,493671585
0,532021354;0,559513564;0,437869068;0,559515252;0,833244021;0,419434177;0,12982768;0,547036504;0,456137666;0,277902265;0;0,22911092;0,21086502
0,433821184;0,462543278;0,394683513;0,493175994;0,426217445;0,215678633;0,389302217;0,681900298;0,206812852;0,425056295;0;0,633927035;0,272955175
0,313427035;0,672238576;0,385185654;0,678946554;0,303098187;0,610388466;0,568769022;0,468793435;0,639411846;0,623908235;0;0,550853497;0,46753038
0,646145147;0,547915735;0,394640593;0,643933133;0,379829721;0,266705408;0,273384804;0,493998805;0,609985648;0,234371773;0;0,926357403;0,704368028
0,421690634;0,304259999;0,623325195;0,391088906;0,115867302;0,387595414;0,234647848;0,435460549;0,432739891;0,394910555;0;0,359582436;0,476472807
0,56146464;0,421292746;0,704404359;0,349690005;0,722513983;0,770324088;0,300903952;0,686206109;0,735802309;0,140567474;0;0,214933717;0,37868064
0,545520088;0,69914947;0,442890176;0,500092766;0,499768582;0,334532906;0,255938344;0,303117212;0,587807417;0,628267538;0;0,554030525;0,469286552
0,577451768;0,777922543;0,425527391;0,526907146;0,37745263;0,646398109;0,841346219;0,300823237;0,476255065;0,515473127;0;0,584308916;0,424889869
0,381623667;0,736396054;0,444648758;0,401429332;0,818036216;0,591470463;0,413038149;0,587403314;0,309622579;0,474546817;0;0,860469397;0,537144401
0,344165992;0,506356207;0,017667309;0,415943145;0,675639658;0,645243275;0,400948783;0,581761145;0,307273667;0,945580332;0;0,703698777;0,559932277
0,823952347;0,524806207;0,698519079;0,446947481;0,329861362;0,379343221;0,630754195;0,824272519;0,610119051;0,531694037;0;0,545039023;0,754127983
0,219833845;0,293309636;0,326373093;0,790551958;0,447552648;0,640476914;0,589112852;0,241473262;0,619167729;0,114150091;0;0,565002273;0,581342872
0,682404219;0,465762711;0,576135129;0,292362239;0,47646799;0,865768315;0,077145662;0,43649903;0,375276492;0,493698382;0;0,467322695;0,278230489
0,746775677;0,543591845;0,410534883;0,417452983;0,391619436;0,555508199;0,343908317;0,403210191;0,2827864;0,676575482;0;0,537680811;0,674940307
0,199374332;0,268096937;0,292959356;0,458686681;0,468214398;0,349241645;0,618659825;0,457019539;0,610337016;0,386120579;0;0,473811079;0,255035669
0,57042642;0,654905342;0,666441338;0,239687061;0,226684107;0,207902463;0,033915557;0,367699679;0,542738559;0,433385486;0;0,556091465;0,233744502
0,634687534;0,551238195;0,438179457;0,637599895;0,476478293;0,607501096;0,708019861;0,57100578;0,573124952;0,341144773;0;0,622311937;0,52773309
0,538285975;0,625399915;0,231071578;0,635025846;0,384861452;0,613051388;0,602260055;0,271746246;0,370786643;0,769554942;0;0,388944213;0,464908865
0,579067693;0,390894518;0,673026225;0,167312324;0,726905689;0,555590517;0,280307724;0,689648051;0,62599535;0,246685484;0;0,434731702;0,363691235
0,244483502;0,6400254;0,587067091;0,58154086;0,426194456;0,438854427;0,528074445;0,343985543;0,260913409;0,691862374;0;0,448800981;0,145441243
0,750026391;0,897325182;0,334894376;0,620799284;0,670121668;0,583409185;0,637439981;0,656224492;0,423990449;0,145686385;0;0,51092648;0,716430889
0,351590791;0,384802448;0,268216867;0,593873392;0,363833962;0,548174916;0,363228949;0,349061525;0,26791691;0,517301659;0;0,691804351;0,526449389
0,34193412;0,847485747;0,560356131;0,376847799;0;0,578420223;0,826888241;0,243076693;0,641488894;0,525654191;0;0,51311965;0,728977956
0,513501309;0;0,591027645;0,298778538;0,302712165;0,669795618;0,189815746;0,583935338;0,886633112;0,514805833;0;0,238523078;0,34414466
0,5797467;0,506879791;0,18631418;0,59535817;0,626345822;0,880003695;0,643549311;0,042102038;0,373851571;0,24234596;0;0,487989003;0,591419093
0,589732841;0,707972087;0,337873196;0,091870439;0,639810881;0,646714321;0,556057442;0,297973619;0,333431949;0,373961123;0;0,460006637;0,544042092
0,834572472;0,956468307;0,132410902;0,460926923;0,79660094;0,28653542;0,09782106;0,541814674;0,552632961;0,481254578;0;0,224487663;0,30344413
0,196351839;0,370536391;0,744264048;0,404406884;0,30977032;0,469023157;0,524775908;0,66961399;0,45291214;0,53133472;0;0,365407529;0,621760656
0,136404101;0,628916365;0,610214992;0,730719561;0,66593427;0,758962334;0,582341031;0,284115403;0,498528723;0,454149072;0;0,434159913;0,516772841
0,44877668;0,124847055;0,023040094;0,644216817;0,744860897;0,046175993;0,891362215;0,411215544;0,769730692;0,278244059;0;0,851965449;0,082988951
0,478647281;0,526842296;0,575746698;0,156510213;0,545057602;0,481272891;0,739997461;0,26446789;0,652161556;0,768168818;0;0,470779152;0,205336003
0,632315989;0,511110018;0,245321982;0,323257402;0,556620382;0,327032534;0,3952886;0,266674717;0,770826362;0,473351014;0;0,563076274;0,521741461
0,630515351;0,265980105;0,237059934;0,601253536;0,22859714;0,404875812;0,24683358;0,4240176;0,96872237;0,344375721;0;0,470766645;0,594966243
0,596552424;0,634617781;0,438065441;0,686175613;0,449065068;0,716173427;0,562488216;0,438482605;0,429624541;0,460024685;0;0,741161535;0,516558695
0,351838844;0,703960582;0,386780778;0,494342402;0,337833814;0,68112074;0,166470017;0,246711783;0,340290314;0,54461649;0;0,661454336;0,474730159
0,834910883;0,599189793;0,537805742;0,379738827;0,660038757;0,523279006;0,212169806;0,61689242;0,528855412;0,656167881;0;0,682932771;0,220942459
0,491490227;0,519300322;0,355430419;0,639121455;0,719623762;0,322666155;0,164181144;0,687022666;0,477078903;0,248477692;0;0,84173812;0,719173728
0,334940288;0,061295966;0,2177231;0,965705479;0,547848261;0,464297523;0,094422864;0,503749965;0,595156946;0,594176872;0;0,48326635;0,597942103
0,213096805;0,530157366;0,645887752;0,658824621;0,209995736;0,696148689;0,246031747;0,410937649;0,157494387;0,66482074;0;0,366561221;0,149888379
0,513275714;0,441945906;0,429832729;0,369551512;0,816373945;0,319837627;0,56224608;0,627732672;0,580139965;0,599648161;0;0,437750488;0,660433968
0,374937178;0,529942433;0,190981491;0,125510432;0,80519803;0,462032088;0,241708198;0,387633249;0,355034437;0,445588755;0;0,208790305;0,643973656
0,548808824;0,577243773;0,675732226;0,52191951;0,36628709;0,72374866;0,447715211;0,442060186;0,589105561;0,623671563;0;0,607526777;0,665381768
0,619850164;0,769180655;0,260226019;0,501199701;0,617415175;0,335924227;0,54164533;0,474922496;0,770267934;0,497516887;0;0,160618436;0,393720114
0,134923553;0,480566887;0,475295287;0,42273033;0,487162688;0,609594685;0,756068425;0,720697927;0,345712602;0,318743483;0;0,732425987;0,20204396
0,330840199;0,493907498;0,330531967;0,901623948;0,349212648;0,459905714;0,271493022;0,560556809;0,599886159;0,651483392;0;0,354638859;0,254470606
0,487394801;0,5313346;0,558991769;0,54918865;0,36649644;0,261466695;0,867784663;0,329342986;0,446636212;0,151190921;0;0,111573617;0,224703702
0,881253076;0,442865938;0,539987568;0,480733863;0,654266215;0,834861299;0,113744821;0,702599132;0,593422741;0,812789164;0;0,6256969;0,207352436
0,190971319;0,551982859;0,476397576;0,534366743;0,510390691;0,655263677;0,058986569;0,624141792;0,596787913;0,85849767;0;0,588655356;0,125733196
0,641376436;0,718041329;0,57912704;0,071549174;0,586352798;0,563762976;0,430647432;0,884380184;0,559039342;0,57763431;0;0,43408733;0,515156394
0,450827801;0,494184632;0,53944386;0,781675763;0,276209166;0,583902849;0,385419879;0,333654397;0,525013294;0,462646937;0;0,744884199;0,851297695
0,461747246;0,275448362;0,175357795;0,67385937;0,384717537;0,664709534;0,356809774;0,242857428;0,447156165;0,090814629;0;0,623004555;0,408028996
0,782070013;0,290710933;0,541069198;0,32012627;0,34118722;0,198553448;0,39907146;0,70017941;0,539905368;0,509263544;0;0,498473832;0,761738918
0,495398829;0,971432909;0,536364146;0,354585964;0,525253977;0,5156465;0,468876518;0,247257716;0,588966058;0,689431358;0;0,517894327;0,685967545
0,443462512;0,435968696;0,435226993;0,413567362;0,428409424;0,457268413;0,756292188;0,732351694;0,474127062;0,336234911;0;0,534539121;0,376030403
0,582647935;0,602052546;0,727966701;0,435472313;0,281285387;0,589769728;0,20275952;0,616699828;0,250601194;0,308542706;0;0,535889533;0,633122184
0,487579456;0,629231267;0,407875307;0,49300151;0,410030675;0,504042821;0,413606181;0,773607108;0,233319122;0,469384436;0;0,785581785;0,7404879
0,325089054;0,606568406;0,259555365;0,168166949;0,623366354;0,336125072;0,249173184;0,391178454;0,37353798;0,633573767;0;0,706867445;0,432846371
0,418901723;0,738394526;0,434769245;0,567588395;0,403312905;0,28320589;0,172340181;0,683666326;0,427806701;0,60511657;0;0,430961828;0,878026605
0,573583189;0,613187394;0,420955083;0,583995198;0,373355073;0,897454812;0,70039058;0,061072361;0,453401874;0,507809415;0;0,156712023;0,491437941
0,511841631;0,323276053;0,023430264;0,593971939;0,572766646;0,457115107;0,030382146;0,414193852;0,320972302;0,503178262;0;0,372580047;0,20034154
0,550279964;0,700386242;0,733567759;0,587051229;0,433380919;0,409350121;0,527691526;0,647158484;0,670372719;0,653600492;0;0,520060632;0,658472757
0,383612571;0,355931898;0,377055047;0,642117942;0,440528239;0,469729547;0,125012537;0,437313319;0,627181773;0,654988552;0;0,159039817;0,572851353
0,129721958;0,665958901;0,458366779;0,455001857;0,221825932;0,620508452;0,51382263;0,203691896;0,534679175;0,235954339;0;0,542355254;0,237889738
0,455312904;0,815991515;0,011739729;0,065790846;0,785060364;0,532769321;0,006086896;0,382234918;0,582337559;0,504295855;0;0,443941387;0,311015707
0,524736656;0,406011461;0,309754923;0,505727841;0,518777269;0,79534746;0,754639614;0,24698896;0,378808662;0,338626949;0;0,472712728;0,456180662
0,473116092;0,434747048;0,483233025;0,36707333;0,371909458;0,363262757;0,089217573;0,457740195;0,844403186;0,136953952;0;0,638300838;0,279827269
0,407115256;0,613119442;0,403362664;0,599931396;0,675728386;0,801271099;0,255509594;0,324544729;0,382945697;0,611542897;0;0,200692192;0,743107931
0,416693535;0,436457312;0,614014927;0,696200931;0,63620826;0,463098254;0,123890136;0,51520208;0,818313513;0,557696229;0;0,756857771;0,730290836
0,571786985;0,660385498;0,37648626;0,36604134;0,434262702;0,394063956;0,305691357;0,842241686;0,530783934;0,542382214;0;0,495145966;0,609560156
0,713926368;0,334541242;0,42409179;0,797380383;0,500585233;0,273669629;0,110345627;0,20658114;0,482415263;0,684409249;0;0,428652333;0,488181338
0,854564115;0,61672859;0,636376779;0,53070699;0,607095527;0,35208226;0,543286021;0,911852817;0,374785773;0,571646973;0;0,527374617;0,445061189
0,38933935;0,524823125;0,57952765;0,547256385;0,516247906;0,428235401;0,626065819;0,840779639;0,199876975;0,59755987;0;0,705489748;0,894375395
0,505853935;0,158582048;0,585855032;0,199071885;0,026629398;0,517353784;0,298155036;0,351557564;0,28793026;0,64270564;0;0,373634155;0,852623233
0,302373812;0,59355124;0,524693673;0,30658105;0,825925407;0,460531021;0,264915853;0,797375361;0,471425139;0,580586193;0;0,61542007;0,39774787
0,459259272;0,600168075;0,634429214;0,64168402;0,499319406;0,594586886;0,268706801;0,219753323;0,602931482;0,346740297;0;0,638353629;0,626216327
0,75804945;0,662535523;0,339613374;0,443642343;0,270115976;0,518892018;0,608476993;0,566948592;0,336445283;0,540928305;0;0,321949015;0,43882457
0,326549612;0,306934059;0,251118795;0,574643073;0,422099732;0,607473918;0,021396633;0,497687102;0,617100503;0,664363631;0;0,361969783;0,460700203
0,598472199;0,646995231;0,73333634;0,573829177;0,693036129;0,527458378;0,565608007;0,720432288;0,203636561;0,220065846;0;0,678387511;0,947969091
0,457633329;0,772818626;0,54126395;0,671847312;0,336961598;0,602613591;0,210008959;0,44567208;0,713948298;0,986138808;0;0,666171799;0,971030369
0,654450216;0,623449277;0,342666761;0,484664467;0,6502061;0,715284831;0,343278685;0,917872097;0,84330859;0,526509176;0;0,530577659;0,436662392
0,410315394;0,437640577;0,40586012;0,523085857;0,647639878;0,423487266;0,717661536;0,544665578;0,280199471;0,638074007;0;0,249103807;0
0,811469453;0,679183568;0,246975139;0,612059038;0,398923009;0,233093522;0,043891364;0,583417499;0,383211882;0,507457913;0;0,55097794;0,645339953
0,109077963;0,476833941;0,210621851;0,479323191;0,323748761;0,213236741;0,04813631;0,486428825;0,414892558;0,552374611;0;0,288374409;0,511904125
0,729988643;0,234255438;0,726438836;0,363253569;0,596669951;0,744904497;0,020866219;0,536540549;0,087826188;0,348933075;0;0,694020741;0,158276598
0,594016016;0,424639062;0,541355044;0,519276558;0,33123856;0,344758501;0,456545216;0,292357581;0,456031908;0,496367743;0;0,385138355;0,783476166
0,409364976;0,725217869;0,201607434;0,367509598;0,514715464;0,421736185;0,209670634;0,724047424;0,892514268;0,374752155;0;0,56672116;0,16886158
0,320890977;0,658369142;0,434360035;0,600206031;0,722344351;0,681482605;0,240212512;0,534821793;0,739159579;0,368655213;0;0,396808845;0,540623197
0,362343383;0,668784617;0,444284876;0,381559436;0,411981472;0,622546573;0,410840031;0,238606587;0,494823175;0,597379117;0;0,247387068;0,210775738
0,772152506;0,146357898;0,190403522;0,818033133;0,729553255;0,872151295;0,102146796;0,363811166;0,484115006;0,892971775;0;0,490044259;0,508874135
0,520202809;0,825374076;0,557582107;0,468777538;0,364746078;0,314969604;0,665378783;0,433448211;0,649320195;0,449463033;0;0,328660732;0,617790715
0,719476178;0,457933511;0,510180079;0,411463904;0,485277353;0,404744565;0,142455811;0,511508163;0,686157839;0,5197747;0;0,862846977;0,578246916
0,420133336;0,407883263;0,571635218;0,432676446;0,145418378;0,643710903;0,663875303;0,762761407;0,283599918;0,596541355;0;0,607438641;0,634150225
0,000863794;0,397985156;0,284267318;0,564647972;0,558049738;0,739011869;0,306990518;0,519691814;0,585515004;0,346695498;0;0,636171047;0,338842137
0,590223924;0,605694831;0,683890141;0,360135924;0,654480599;0,389632314;0,456375738;0,174056077;0,628600923;0,410415601;0;0,474980103;0,322865511
0,632740697;0,20422906;0,49396916;0,671888257;0,576563544;0,232027421;0,118730562;0,90538572;0,748890643;0,947400132;0;0,257965052;0,625950804
0,629351579;0,335090898;0,265716661;0,551300973;0,395283604;0,463264738;0,725857361;0,335863308;0,509685448;0,771134852;0;0,56009327;0,482573133
0,71185327;0,478139786;0,268059351;0,319007766;0,328916286;0,402025781;0,258842351;0,789112507;0,376422523;0,648748177;0;0,501426837;0,532015415
0,385801296;0,521037072;0,454448424;0,517973425;0,490186658;0,299207091;0,448948243;0,28108414;0,473670334;0,151045808;0;0,919855477;0,174915432
0,237363988;0,451232387;0,356611908;0,825707888;0,770851121;0,585061282;0,571389908;0,550850139;0,416506253;0,615993999;0;0,368101914;0,944464022
0,666213821;0,476592934;0,350183559;0,50996218;0,586764178;0,473007532;0,681160569;0,45825517;0,254856133;0,263175037;0;0,685414167;0,872006494
0,75194716;0,536917153;0,51366207;0,521137526;0,434786017;0,837445133;0,306908011;0,354017801;0,479444307;0,918168954;0;0,791200203;0,845643109
0,152280087;0,347829343;0,285295954;0,381548591;0,076038836;0,161875666;0,259422668;0,396198893;0,500184136;0,29157639;0;0,362110254;0,463755871
0,355315148;0,36028024;0,726563366;0,276165481;0,53703556;0,566331814;0,463993262;0,270710546;0,804574328;0,478704081;0;0,268116565;0,380158186
0,522432292;0,381850112;0,709659597;0,308912315;0,37575238;0,667149571;0,155245673;0,36193795;0,27665036;0,802608887;0;0,462451063;0,428152009
0,673671776;0,774681708;0,598559839;0,492733186;0,343877847;0,288281319;0,08225114;0,41191031;0,679972723;0,234222578;0;0,37678711;0,581605134
